brewery_id,breweries,in_business,city,state,latitude,longitude,brewery_type,phone,website
LZ4UuN,Mother Earth Brewing (North Carolina),Y,Kinston,North Carolina,35.262656,-77.5825349,Micro Brewery,252-208-2437,http://www.motherearthbrewing.com/
78GQyY,The Barking Duck Brewing Co.,Y,Mint Hill,North Carolina,35.1524824,-80.6800688,Micro Brewery,(980) 938-6300,http://www.barkingduckbrew.com/
UPUlc4,Crank Arm Brewing Company,Y,Raleigh,North Carolina,35.7755269,-78.6440439,Micro Brewery,(919) 291-0643,http://crankarmbrewing.com/
hCCFgr,Beech Mountain Brewing Co.,Y,Beech Mountain,North Carolina,36.1946784,-81.8779951,Micro Brewery,(800) 438-2093,http://www.beechmountainresort.com/mountain/brewery.html
y5QrQr,Thirsty Nomad Brewing Co.,Y,Charlotte,North Carolina,35.188365,-80.891133,Nano Brewery,704-940-0947,http://thirstynomadbrewing.com
06f9U6,Balsam Falls Brewing Company,Y,Sylva,North Carolina,35.3737395,-83.2220743,Nano Brewery,(828)631-1987,NaN
CisTjj,Sugar Creek Brewing Company,Y,Charlotte,North Carolina,35.1854212,-80.8809845,Micro Brewery,NaN,http://sugarcreekbrewing.com/
QSFyjY,Ginger's Revenge,Y,Ashville,North Carolina,35.6143732,-82.5747017,Micro Brewery,(828) 505-2462,http://www.gingersrevenge.com/
Y9Mg9A,Innovation Brewing,Y,Sylva,North Carolina,35.3739195,-83.2204756,Micro Brewery,(828) 586-9678,http://www.innovation-brewing.com/
DYs3U3,Red Hill Brewing Co,Y,Concord,North Carolina,35.4103958,-80.5806013,Micro Brewery,(704) 784-2337,http://redhillbrewing.com/
AT5UIb,D9 Brewing Company,Y,Cornelius,North Carolina,35.461202,-80.847373,Micro Brewery,NaN,http://www.d9brewing.com
mmoIS2,Fonta Flora Brewery,Y,Morganton,North Carolina,35.7478209,-81.6914461,Micro Brewery,(828) 475-0153,http://www.fontaflora.com/
Mxt3P9,Pinehurst Brewing Company,Y,Pinehurst,North Carolina,35.199406,-79.4700809,Restaurant/Ale House,(910) 235-8218,pinehurstbrewing.com
sxggDn,BottleTree Beer Co,Y,Tryon,North Carolina,35.2089443,-82.2381476,Office,864-266-0133,http://www.bottletree.net/
F99d01,Tobacco Road Brewery,Y,Raleigh,North Carolina,35.7825535,-78.6463897,Micro Brewery,(919) 301-8793,http://www.tobaccoroadsportscafe.com/
MstViE,French Broad River Brewing Company,Y,Asheville,North Carolina,35.5664832,-82.5374074,Micro Brewery,828-277-0222,http://frenchbroadbrewery.com/
9GewxD,Bear Creek Brews,Y,Bear Creek,North Carolina,35.6518126,-79.3329623,Nano Brewery,(919) 200-3930,http://www.bearcreekbrews.com/
Xgj486,Burning Blush Brewery,Y,Mills River,North Carolina,35.3837231,-82.5689964,Micro Brewery,828-595-9859,http://burningblush.com/
egQUIK,Sapphire Mountain Brewing Co,Y,Sapphire,North Carolina,35.116492,-83.017791,Restaurant/Ale House,828-743-0220,http://www.sapphiremountainbrewingcompany.com/
QsGPS1,Loe's Brewing Company,Y,Lenoir,North Carolina,35.9127763,-81.5423422,Brewpub,(828) 754-3652,NaN
2g1fge,Frog Level Brewing Company,Y,Waynesville,North Carolina,35.4934583,-82.9910063,Micro Brewery,NaN,http://www.froglevelbrewing.com
77YOgn,Front Street Brewery,Y,Wilmington,North Carolina,34.235752,-77.949088,Micro Brewery,910-251-1935,http://www.frontstreetbrewery.com/
WQ11NY,Rocky Mount Brewmill,Y,Rocky Mount,North Carolina,35.95876,-77.803708,Micro Brewery,(252) 969-0909,http://brewmill.com/
utQM8n,Pilot Brewing,Y,Charlotte,North Carolina,35.2209747,-80.8154469,Nano Brewery,704-802-9260,pilotbrewing.us
8jjpWz,The Dreamweaver's Brewery,Y,Waxhaw,North Carolina,34.9245935,-80.7434019,Micro Brewery,NaN,NaN
0WRKfW,Boylan Bridge Brewpub,Y,Raleigh,North Carolina,35.7784641,-78.6490665,Brewpub,919-803-8927,http://www.boylanbridge.com/
NNBRpr,Southern Peak Brewery,Y,Apex,North Carolina,35.7474177,-78.8438049,Micro Brewery,NaN,NaN
fsNEt0,Gibb's Hundred Brewing Company,Y,Greensboro,North Carolina,36.065851,-79.791772,Micro Brewery,336-763-7087,http://www.gibbshundred.com/
HUCz2L,Fullsteam Brewery,Y,Durham,North Carolina,36.0031092,-78.8995998,Micro Brewery,919-682-2337,http://www.fullsteam.ag/
mFB8k3,Cape Fear Wine & Beer,Y,Willow Spring,North Carolina,35.562041,-78.622314,Micro Brewery,919-639-8136,NaN
YIQlOo,Dukbone Brewing Co.,Y,Charlotte,North Carolina,35.2270869,-80.8431267,Micro Brewery,NaN,http://www.dukbone.com/
KZlIgk,Four Saints Brewing Company,Y,Asheboro,North Carolina,35.7040289,-79.8145682,Micro Brewery,336-610-3722,http://www.foursaintsbrewing.com
wtU6qB,Triple C Brewing Company,Y,Charlotte,North Carolina,35.200972,-80.869119,Micro Brewery,704-372-3212,http://www.triplecbrewing.com/
2qlMjT,Pisgah Brewing Company,Y,Black Mountain,North Carolina,35.608487,-82.361055,Micro Brewery,828-669-0190,http://pisgahbrewing.com/
yO2ogr,Wedge Brewing Company,Y,Asheville,North Carolina,35.5861437,-82.5663199,Micro Brewery,NaN,http://wedgebrewing.com/
Fr3ygj,Weeping Radish Farm Brewery,Y,Grandy,North Carolina,36.2197049,-75.869811,Micro Brewery,252-491-5205,http://www.weepingradish.com/
BWvj93,Steel String Brewery,Y,Carrboro,North Carolina,35.910205,-79.072279,Micro Brewery,(828) 381.7557,http://www.steelstringbrewery.com/
ZXEwp8,Boojum Brewing Company,Y,Waynesville,North Carolina,35.4904458,-82.9875762,Tasting Room,828-246-0350,NaN
1i8Y2X,Waterman's Brewing Co,Y,Wilmington,North Carolina,34.2210956,-77.8205824,Micro Brewery,(910) 839-3103,http://www.watermansbrewing.com/
gfH8Gd,Primal Brewery,Y,Huntersville,North Carolina,35.4370891,-80.8436834,Micro Brewery,(704)947-2920,http://www.primalbrewery.com
nqeXIU,Shade Tree Brewing Co.,Y,Durham,North Carolina,35.995275,-78.896014,Micro Brewery,NaN,NaN
IyzwQ4,Waterline Brewing Company,Y,Wilmington,North Carolina,34.225565,-77.948452,Micro Brewery,NaN,http://www.waterlinebrewing.com/
QwJfK8,3rd Rock Brewing Company,Y,Trenton,North Carolina,35.0687878,-77.3658761,Micro Brewery,(252) 631-9213,http://www.3rockbrew.com
QANLRv,White Street Brewing Company,Y,Wake Forest,North Carolina,35.977704,-78.509865,Micro Brewery,919-647-9439,NaN
f6tQ4t,3rd Degree Brewhouse,Y,Fuquay-Varina,North Carolina,35.5968154,-78.7612138,Micro Brewery,(919) 201-5457,NaN
enoxkn,Brevard Brewing Co.,Y,Brevard,North Carolina,35.2333243,-82.7333116,Micro Brewery,NaN,NaN
2nAbvS,Little Brother Brewing,Y,Greensboro,North Carolina,36.0686325,-79.7908848,Micro Brewery,NaN,https://www.littlebrotherbrew.com/
dD3bU7,XII Tribes Brewing Company,Y,High Point,North Carolina,35.9623181,-79.9752212,Micro Brewery,NaN,http://twelvetribesbrewing.com/
U0g9w4,Lucky City Brewing Co-op,Y,Reidsville,North Carolina,36.3604961,-79.6652109,Micro Brewery,(336) 471-6758,http://www.luckycitybrewing.com
gINfbT,Nantahala Brewing Company,Y,Bryson City,North Carolina,35.431176,-83.446072,Micro Brewery,828-488-2337,http://www.nantahalabrewingcompany.com/
tRGa3f,Ivory Tower Brewery,Y,Boone,North Carolina,36.212318,-81.680083,Micro Brewery,NaN,http://ivorytower.appstate.edu/
9hNPxR,Perpetual Brewing,Y,Durham,North Carolina,35.9940329,-78.898619,Micro Brewery,NaN,NaN
SR6chr,Brewers At 4001 Yancey,Y,Charlotte,North Carolina,35.18632,-80.8781632,Brewpub,704-452-4001,www.brewersat4001yancey.com
rqVDmz,Ironclad Brewery,Y,Wilmington,North Carolina,34.2370129,-77.9479162,Micro Brewery,NaN,http://www.ironcladbrewery.com/
qaxiOI,Nocturnal Brewing,Y,Hayesville,North Carolina,35.045416,-83.8189315,Micro Brewery,(828) 305-7337,nocturnalbrewing.com
5ITsFt,Carolina Brewing Company,Y,Holly Springs,North Carolina,35.6557346,-78.8543188,Micro Brewery,919-557-2337,http://www.carolinabrew.com/
FOC78c,The Unknown Brewing,Y,Charlotte,North Carolina,35.2205488,-80.8583586,Micro Brewery,NaN,http://unknownbrewing.com
UAE1wQ,OMMI Brewing Company,Y,Mooresville,North Carolina,35.5848596,-80.8100724,Micro Brewery,NaN,http://www.ommibrewing.com/
DyOhRo,Turgua Brewing Co.,Y,Fairview,North Carolina,35.5269891,-82.364124,Micro Brewery,828-222-0984,http://www.turguabrewing.com/
6Twq5r,"Bayne Brewing Company, LLC",Y,Cornelius,North Carolina,35.4800528,-80.8911468,Micro Brewery,(704) 277-7661,http://www.baynebrewingcompany.com/
infeFI,Regimental Brewing Company,Y,Cornelius,North Carolina,35.4646088,-80.8710994,Micro Brewery,NaN,NaN
mfAHlu,Fermented Nonsense Brewing,Y,Arden,North Carolina,35.4795619,-82.5455483,Nano Brewery,828-676-0075,www.fermentednonsense.com
ST1lih,Raleigh Brewing Company,Y,Raleigh,North Carolina,35.7928582,-78.6869788,Micro Brewery,919-696-4901,http://www.raleighbrewingcompany.com/
L7OSOj,Tarboro Brewing Company,Y,Tarboro,North Carolina,35.8968236,-77.5358049,Micro Brewery,NaN,http://tarborobrewingcompany.com/
xR7GYA,Brice's Brewing Company,Y,Raleigh,North Carolina,35.7248866,-78.6597022,Micro Brewery,NaN,http://bricesbrewing.com
ueswRW,Hi-Wire Brewing,Y,Asheville,North Carolina,35.5914,-82.5559911,Micro Brewery,(828) 575-9675,http://www.hiwirebrewing.com/
Zkq4hb,Rusted Mill Artisan Ales,Y,Gastonia,North Carolina,35.2156681,-81.2408689,Micro Brewery,(704) 995-0094,http://www.rustedmill.com/
uvpHuL,Huske Hardware House Restaurant and Brewery,Y,Fayetteville,North Carolina,35.053389,-78.882968,Brewpub,910-437-9905,http://www.huskehardware.com/
C4Ysr2,Vecino Brewing Co.,Y,Carrboro,North Carolina,35.9102223,-79.0683799,Micro Brewery,919-904-7273,https://vecinobrewing.com/
OchfXw,Mad County Brewing,Y,Marshall,North Carolina,35.7973395,-82.6848582,Micro Brewery,(828) 649-8600,http://www.madisoncountybrewing.com/
S1pVxl,Ole Dallas Brewery,Y,Dallas,North Carolina,35.316155,-81.219127,Micro Brewery,NaN,www.oledallasbrewery.com
4G3hyx,White Labs Kitchen and Taps,Y,Asheville,North Carolina,35.5911759,-82.5489339,Micro Brewery,828-974-3880,https://whitelabs.com
dG9Hqo,Mad Mole Brewing,Y,Wilmington,North Carolina,34.2122831,-77.8341373,Micro Brewery,(910) 859-8115,http://www.madmolebrewing.com/
fmOq03,Funguys Brewery,Y,Raleigh,North Carolina,35.8135681,-78.6248455,Micro Brewery,NaN,https://funguysbrewing.com/
0OJXEg,Valley River Brewery & Eatery,Y,Murphy,North Carolina,35.08874,-84.0352909,Micro Brewery,(828) 837-2337,http://valleyriverbreweries.com/
PSSzlD,Old Armor Beer Company,Y,Kannapolis,North Carolina,35.4963174,-80.6259926,Nano Brewery,(704) 933 9203,www.oldarmor.com
rBxNNF,The Duck-Rabbit Craft Brewery,Y,Farmville,North Carolina,35.6004215,-77.5962854,Micro Brewery,252-753-7745,http://www.duckrabbitbrewery.com/
d25euF,Lonerider Brewing Company,Y,Raleigh,North Carolina,35.9036809,-78.7625869,Micro Brewery,919-442-8004,http://www.loneriderbeer.com/
bLbQyH,Deep River Brewing Company,Y,Clayton,North Carolina,35.659335,-78.46686,Micro Brewery,919-368-3424,http://deepriverbrewing.com
DfKF7i,Sub Noir Brewing,Y,Raleigh,North Carolina,35.8087147,-78.6234312,Nano Brewery,919-480-2337,http://subnoir.net/
1BSxpy,Lynnwood Brewing Concern,Y,Raleigh,North Carolina,35.8706178,-78.7174046,Brewpub,919-785-0043,http://www.lynnwoodgrill.com/
7Mnqfp,Armored Cow Brewing Co,Y,Charlotte,North Carolina,35.3091515,-80.7542694,Micro Brewery,(704)-227-6741,www.armoredcowbrewing.com
xc5D82,Mason Jar Lager Company,Y,Fuquay Varina,North Carolina,35.595338,-78.7954471,Micro Brewery,(919) 557-5303,NaN
ehcJKn,Gizmo Brew Works,Y,Raleigh,North Carolina,35.8965383,-78.7441045,Micro Brewery,(919) 782-2099,http://gizmobrewworks.com/
KEWA89,Thirsty Souls Community Brewing,Y,Mount Airy,North Carolina,36.5008642,-80.6088192,Micro Brewery,NaN,http://www.facebook.com/thirstysoulsbrewing
RIkcvC,The Mash House Brewery & Chophouse,Y,Fayetteville,North Carolina,35.0706848,-78.954515,Brewpub,910-867-9223,http://www.themashhouse.com/
VnbHp5,Bright Light Brewing Company,Y,Fayetteville,North Carolina,35.0519838,-78.8833052,Micro Brewery,(910) 339-0464,http://facebook.com/brightlightbrewing
fSMoAX,Urban Orchard Cider Company,Y,Asheville,North Carolina,35.5794769,-82.574306,Cidery,828-774-5251,http://www.urbanorchardcider.com
StUhVG,Mica Town Brewing,Y,Marion,North Carolina,35.684236,-82.0096962,Micro Brewery,(828) 559-8300,https://www.micatownbrewing.com/
avMkil,Coors Brewing Company,Y,Charlotte,North Carolina,35.1847149,-80.8125,Micro Brewery,NaN,http://www.millercoors.com/
cBMlBY,Small Batch Beer Company,Y,Winston-Salem,North Carolina,36.0997242,-80.2471223,Nano Brewery,(336) 893-6395,http://www.smallbatchws.com
EV5ZKz,Hoots Roller Bar & Beer Company,Y,Winston-Salem,North Carolina,36.1038713,-80.2597512,Micro Brewery,(336) 575-5054,NaN
AnpYPs,Mills River Brewery,Y,Mills River,North Carolina,35.3817868,-82.564492,Micro Brewery,(828) 585-2396,http://www.millsriverbrewery.net/
1Ct2PU,Buchi Kombucha,Y,Marshall,North Carolina,35.8113285,-82.6759605,Micro Brewery,(828) 484-8229,http://drinkbuchi.com/
6wZAQJ,Homeplace Beer Company,Y,Burnsville,North Carolina,35.9161561,-82.2998487,Micro Brewery,(828) 536-5147,https://homeplacebeer.com/
dXZQ4L,American Honor Ale House and Brewery,Y,Hickory,North Carolina,35.735392,-81.3258422,Micro Brewery,NaN,http://www.americanhonoralehouse.com/
pcrctk,NoDa Brewing Company,Y,Charlotte,North Carolina,35.25157,-80.812472,Micro Brewery,(704) 900-6851,http://www.nodabrewing.com/
9xaRRt,12 Bones Brewing,Y,Arden,North Carolina,35.4662139,-82.5164274,Brewpub,NaN,http://12bonesbrewing.com
kHGmaY,Blue Ghost Brewing Company,Y,Flecher,North Carolina,35.4373578,-82.5308257,Production Facility,(828) 376-0159,http://www.blueghostbrewing.com
0ukruC,Collaboratory CANarchy Craft Brewery Collective,Y,Asheville,North Carolina,35.5961621,-82.5532866,Brewpub,NaN,http://canarchy.beer/
NKnnkv,Pig Pounder Brewery,Y,Greensboro,North Carolina,36.084245,-79.804382,Micro Brewery,336-574-2000,http://www.pigpounder.com/
zeWbuM,Wicked Weed Brewing Company,Y,Asheville,North Carolina,35.591695,-82.551084,Micro Brewery,828-575-9599,http://wickedweedbrewing.com/
Qv7qHf,Booneshine Brewing Company,Y,Boone,North Carolina,36.2015767,-81.6710582,Tasting Room,NaN,NaN
5rX6XO,R & D Brewing,Y,Raleigh,North Carolina,35.8002347,-78.6358293,Micro Brewery,(919) 977-5654,https://www.1323rnd.com/
rOLOWd,New Village Brewery and Taproom,Y,Oriental,North Carolina,35.029295,-76.694438,Micro Brewery,(252) 249-6132,http://www.newvillagebrewery.com/
qbh2Mf,Waterway Brewing Company,Y,Pfafftown,North Carolina,36.16011,-80.357784,Micro Brewery,336-656-6827,http://waterwaybrewing.com
SvPqW6,Hob Knob Brewing Company,Y,Cornelius,North Carolina,35.48158,-80.859022,Micro Brewery,NaN,NaN
yWrMiq,Whistle Hop Brewing Company,Y,Fairview,North Carolina,35.523292,-82.417545,Micro Brewery,(828) 338-9447,http://whistlehop.com/
pLDF9A,Railhouse Brewery,Y,Aberdeen,North Carolina,35.130498,-79.42713,Micro Brewery,910-783-5280,http://railhousebrewery.com/
wCJ57q,Lookout Brewing Company,Y,Black Mountain,North Carolina,35.619249,-82.317909,Micro Brewery,(828) 357-5169,http://lookoutbrewing.com
k5p3Fy,Wilmington Brewing Company,Y,Wilmington,North Carolina,34.2213327,-77.8867483,Micro Brewery,(910) 392-3315,NaN
bKdrSr,High Branch Brewing,Y,Concord,North Carolina,35.4150032,-80.6027893,Micro Brewery,(704) 706-3807,NaN
YW1tHH,Burial Beer Co.,Y,Asheville,North Carolina,35.588049,-82.553796,Brewpub,828-475-2739,http://burialbeer.com/
jcF9Q6,Lincoln Brewing Co.,Y,Raleigh,North Carolina,35.8733962,-78.579782,Micro Brewery,NaN,http://www.lincolnbrewery.com/brewery/
tWjuVI,Northern Outer Banks Brewing Company,Y,Corolla,North Carolina,36.27976,-75.799026,Micro Brewery,(252) 207-1890,http://northernobxbrewing.com/
B5jTO7,Clouds Brewing,Y,Raleigh,North Carolina,35.7825984,-78.6453749,Restaurant/Ale House,(919) 235-7949,http://www.cloudsbrewing.com
p9zlLd,Eola Beer Company,Y,Lenoir,North Carolina,35.912819,-81.54234,Brewpub,(828) 962-9551,http://www.eolabeer.com
Kax7jD,Granite Falls Brewing Company,Y,Granite Falls,North Carolina,35.7948892,-81.4299923,Brewpub,(828) 212-1222,http://www.granitefallsbrewing.com/
s5lxSd,Twin Leaf Brewery,Y,Asheville,North Carolina,35.5894369,-82.554528,Brewpub,NaN,http://www.twinleafbrewery.com/
EHyEDE,Free Range Brewing,Y,Charlotte,North Carolina,35.240505,-80.8133063,Nano Brewery,704-898-4247,http://www.freerangebrewing.com/
4w2uep,Black Mountain Cider + Mead,Y,Black Mountain,North Carolina,35.6178951,-82.3212302,Cidery,828-419-0089,blackmountainciderworks.com
xrLwng,Red Clay Ciderworks,Y,Charlotte,North Carolina,35.194471,-80.874864,Cidery,(980) 498-0676,http://www.redclayhardcider.com/
t5JPDJ,GoodRoad CiderWorks,Y,Charlotte,North Carolina,35.184917,-80.879441,Cidery,NaN,http://goodroadciderworks.com
pd5sQn,Noble Cider,Y,Asheville,North Carolina,35.602136,-82.62465,Cidery,(828) 575-9622,http://www.noblecider.com/
Cwhr9F,Archetype Brewing Company,Y,Asheville,North Carolina,35.5782143,-82.5750885,Micro Brewery,(828) 505-4177,NaN
SyVWsn,Sweet Union Brewing Company,Y,Indian Trail,North Carolina,35.0853118,-80.6613229,Micro Brewery,704) 628-5211,NaN
pwfPCD,Big Boss Brewing Company,Y,Raleigh,North Carolina,35.810418,-78.617923,Micro Brewery,919-834-0045,http://bigbossbrewing.com
MsdyUZ,The Glass Jug Beer Lab,Y,Durham,North Carolina,35.8896949,-78.897126,Micro Brewery,(919) 813-0135,NaN
UqRU9L,Good Road Ciderworks,Y,Charlotte,North Carolina,35.1849231,-80.8794118,Micro Brewery,980-237-7225,NaN
xyGdVR,Fiddlin' Fish Brewery,Y,Winston-Salem,North Carolina,36.1042576,-80.246753,Micro Brewery,NaN,NaN
FLYvq1,"Blackwater Cider, LLC",Y,Windsor,North Carolina,35.997993,-76.947,Micro Brewery,(252) 367-0367,NaN
D2QioX,1718 Brewing Ocracoke,Y,Ocracoke,North Carolina,35.1074834,-75.9718368,Micro Brewery,252-928-2337,https://www.facebook.com/1718BrewingOcracoke/
pM9Wxy,Shortway Brewing Company,Y,Newport,North Carolina,34.7911591,-76.8593178,Micro Brewery,252-777-3065,https://www.shortwaybrewing.com/
iTO5C7,Morgan Ridge Railwalk Brewery & Eatery,Y,Salisbury,North Carolina,35.6693812,-80.4645875,Micro Brewery,704-754-8379,NaN
dok14D,Eluvium Brewing Company,Y,Weaverville,North Carolina,35.6975495,-82.56102,Micro Brewery,NaN,NaN
7x4BgP,"Makai Brewing Company, LLC",Y,OCEAN ISLE BEACH,North Carolina,33.9535051,-78.4598753,Micro Brewery,910-579-2739,www.makaibrewing.com
Aiq0ix,Hops Grill & Brewery,Y,Matthews,North Carolina,35.1315842,-80.7113447,Brewpub,704-844-8300,http://www.hopsrestaurants.com/
XnBFll,Bold Rock Hard Cider,Y,Mills River,North Carolina,35.377121,-82.5605054,Cidery,(828) 595-9941,http://boldrock.com/mills-river/
5zPMkZ,Crystal Coast Brewing Company,Y,Morehead City,North Carolina,34.7214308,-76.7115145,Micro Brewery,​(252) 773-0974,NaN
tjrFd3,Nauti Dog Brewing Co.,Y,Winterville,North Carolina,35.527621,-77.4029,Micro Brewery,NaN,NaN
WDrFlD,Asheville Brewing Company,Y,Asheville,North Carolina,35.6221051,-82.5537092,Brewpub,828-254-1281,http://www.ashevillebrewing.com/
p2bHtA,Blowing Rock Brewing,Y,Blowing Rock,North Carolina,36.135129,-81.6776059,Office,828-963-0619,NaN
ichhfQ,Olde Hickory Brewery,Y,Hickory,North Carolina,35.732019,-81.340443,Restaurant/Ale House,828.322.1965,http://www.oldehickorytaproom.com/
jsSAuY,Petty Thieves Brewing Co.,Y,Charlotte,North Carolina,35.2263714,-80.7990185,Micro Brewery,(704) 301-3209,https://squareup.com/store/petty-thieves-brewing-co?fbclid=IwAR327F2xTcaiAstPCTPJtp0kFK97v5TSW5-KTXOyCj0VrfAgKXSzIx9i5uk
JKx7GQ,Carolina Brewery,Y,Pittsboro,North Carolina,35.743611,-79.164712,Brewpub,919-545-2330,http://www.carolinabrewery.com/
ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.895294,Brewpub,704-488-2797,http://ponysaurusbrewing.com
rfXHD7,Natty Greene's Brewing Co.,Y,Greensboro,North Carolina,36.0617367,-79.8165003,Production Facility,(336) 274-1373,NaN
ichhfQ,Olde Hickory Brewery,Y,Hickory,North Carolina,35.731722,-81.341977,Production Facility,(828) 322-1422,NaN
jKLERr,Protagonist Beer,Y,Charlotte,North Carolina,35.2470795,-80.8062437,Micro Brewery,(980) 938-0671,https://protagonistbeer.com/
rfXHD7,Natty Greene's Brewing Co.,Y,Raleigh,North Carolina,35.7825643,-78.6464497,Brewpub,919-232-2477,http://nattygreenes.com/raleigh/
u0JoLA,Red Buffalo Brewing Company,Y,Statesville,North Carolina,35.7851138,-80.8882405,Micro Brewery,(704) 380-2219,redbuffalobrewing.com
W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.3859565,Micro Brewery,NaN,NaN
c1otBC,Ruff'ton Brewhouse,Y,Rutherfordton,North Carolina,35.36766,-81.957534,Micro Brewery,1-828-375-2337,http://rufftonbrewhouse.com
9wAMsN,Salud Beer Shop,Y,Charlotte,North Carolina,35.2477994,-80.8040482,Nano Brewery,(704) 900-7767,http://www.saludbeershop.com/
VVT7Jn,Sidetracked Brewery,Y,MORGANTON,North Carolina,35.7422235,-81.6819897,Nano Brewery,8285445840,https://www.sidetrackedbrew.com/
Ugtc8z,Sideways Farm & Brewery,Y,Etowah,North Carolina,35.3082385,-82.6094952,Nano Brewery,828-595-3445,NaN
Ibch0C,Skull Camp Brewing,Y,Elkin,North Carolina,36.2835665,-80.8525459,Micro Brewery,NaN,NaN
eTleEf,Skytown Beer Company,Y,Wilmington,North Carolina,34.2474075,-77.8820578,Brewpub,9106608721,NaN
XRTc94,Aviator Brewing Company,Y,Fuquay-Varina,North Carolina,35.5923185,-78.7843771,Restaurant/Ale House,(919) 557-7675,http://www.aviatorbrew.com/
sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.5033316,-82.522118,Production Facility,828.505.4564,NaN
OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.589077,-82.5536957,Micro Brewery,(828) 552-3934,http://catawbabrewing.com/
XRTc94,Aviator Brewing Company,Y,Fuquay-Varina,North Carolina,35.5929549,-78.7940578,Tasting Room,919.552.8826,http://www.aviatorbrew.com/
2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,NaN
Pf7pos,Boondocks Brewing,Y,West Jefferson,North Carolina,36.400784,-81.492077,Brewpub,336-246-5222,http://www.boondocks-brewing.com/
1BSxpy,Lynnwood Brewing Concern,Y,Raleigh,North Carolina,35.8087141,-78.6211297,Micro Brewery,(919) 424-7533,http://www.lynnwoodbrewing.beer
7YjMl7,Tar Banks Brewing Co.,Y,Louisburg,North Carolina,36.0992608,-78.3005315,Micro Brewery,919-729-1750,https://www.tarbanksbrewing.com/
Yg2GLj,Kernersville Brewing Company,Y,Kernersville,North Carolina,36.12176,-80.0721615,Micro Brewery,(336) 816-7283,Kernersvillebrewing.com
QM3KJY,Tek Mountain Brewing,Y,Wilmington,North Carolina,34.2430338,-77.8213126,Nano Brewery,(910) 470-5334,NaN
p2LkfV,Collaboratory by CANarchy Craft Brewery Collective,Y,Asheville,North Carolina,35.5961621,-82.5532866,Micro Brewery,(828) 348-1622,https://www.collaboratoryavl.com/
UkUMx0,Full Moon Brewery,Y,Manteo,North Carolina,35.909283,-75.669251,Brewpub,(252) 473-6666,NaN
3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/
sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.4863396,-82.5552093,Micro Brewery,(828) 687-3873,https://monkpub.com/biltmore-park/
EXhSwy,Tobacco Wood Brewing Co,Y,Oxford,North Carolina,36.3105313,-78.5891943,Micro Brewery,9197259402,http://tobaccowoodbrewing.co/
6jDZlV,Trophy Brewing Company,Y,Raleigh,North Carolina,35.779672,-78.6534982,Brewpub,(919) 803-4849,http://www.trophybrewing.com/
6jDZlV,Trophy Brewing Company,Y,Raleigh,North Carolina,35.76164,-78.657101,Micro Brewery,NaN,NaN
EeNu7g,UpCountry Brewing Co.,Y,Asheville,North Carolina,35.5815373,-82.6043239,Micro Brewery,(828) 575-2400,https://upcountrybrewing.com/
bxzsq8,Uptown Brewing Company,Y,Greenville,North Carolina,35.6115248,-77.3733107,Micro Brewery,252) 689-6487,www.uptownbrewingcompany.com
pEl3VV,Vicious Fishes Brewery,Y,Angier,North Carolina,35.5078302,-78.7489493,Micro Brewery,(919) 639-3363,https://www.viciousfishes.com/
yO2ogr,Wedge Brewing Company,Y,Asheville,North Carolina,35.5775205,-82.5660508,Micro Brewery,(828) 253-7152,https://www.wedgebrewing.com/location-wedge-foundation
zeWbuM,Wicked Weed Brewing Company,Y,Candler,North Carolina,35.545438,-82.6401209,Micro Brewery,(828)365-7166,https://www.wickedweedbrewing.com/locations/brewery/
XXuW67,Wrightsville Beach Brewery,Y,WILMINGTON,North Carolina,34.210789,-77.836832,Brewpub,(910) 256-4938,http://www.wbbeer.com
