brewery_id,breweries,in_business,city,state,latitude,longitude,brewery_type,phone,website
6wZAQJ,Homeplace Beer Company,Y,Burnsville,North Carolina,35.9161561,-82.29984870000001,Micro Brewery,(828) 536-5147,https://homeplacebeer.com/
pcrctk,NoDa Brewing Company,Y,Charlotte,North Carolina,35.25157,-80.812472,Micro Brewery,(704) 900-6851,http://www.nodabrewing.com/
kHGmaY,Blue Ghost Brewing Company,Y,Flecher,North Carolina,35.4373578,-82.5308257,Production Facility,(828) 376-0159,http://www.blueghostbrewing.com
NKnnkv,Pig Pounder Brewery,Y,Greensboro,North Carolina,36.084245,-79.80438199999998,Micro Brewery,336-574-2000,http://www.pigpounder.com/
5rX6XO,R & D Brewing,Y,Raleigh,North Carolina,35.80023470000001,-78.6358293,Micro Brewery,(919) 977-5654,https://www.1323rnd.com/
rOLOWd,New Village Brewery and Taproom,Y,Oriental,North Carolina,35.029295,-76.694438,Micro Brewery,(252) 249-6132,http://www.newvillagebrewery.com/
yWrMiq,Whistle Hop Brewing Company,Y,Fairview,North Carolina,35.523292,-82.41754499999998,Micro Brewery,(828) 338-9447,http://whistlehop.com/
pLDF9A,Railhouse Brewery,Y,Aberdeen,North Carolina,35.130498,-79.42713,Micro Brewery,910-783-5280,http://railhousebrewery.com/
k5p3Fy,Wilmington Brewing Company,Y,Wilmington,North Carolina,34.221332700000005,-77.88674830000002,Micro Brewery,(910) 392-3315,
bKdrSr,High Branch Brewing,Y,Concord,North Carolina,35.4150032,-80.6027893,Micro Brewery,(704) 706-3807,
YW1tHH,Burial Beer Co.,Y,Asheville,North Carolina,35.588049,-82.55379599999998,Brewpub,828-475-2739,http://burialbeer.com/
jcF9Q6,Lincoln Brewing Co.,Y,Raleigh,North Carolina,35.87339620000001,-78.579782,Micro Brewery,,http://www.lincolnbrewery.com/brewery/
Kax7jD,Granite Falls Brewing Company,Y,Granite Falls,North Carolina,35.79488920000001,-81.4299923,Brewpub,(828) 212-1222,http://www.granitefallsbrewing.com/
s5lxSd,Twin Leaf Brewery,Y,Asheville,North Carolina,35.5894369,-82.554528,Brewpub,,http://www.twinleafbrewery.com/
EHyEDE,Free Range Brewing,Y,Charlotte,North Carolina,35.240505,-80.8133063,Nano Brewery,704-898-4247,http://www.freerangebrewing.com/
4w2uep,Black Mountain Cider + Mead,Y,Black Mountain,North Carolina,35.6178951,-82.3212302,Cidery,828-419-0089,blackmountainciderworks.com
xrLwng,Red Clay Ciderworks,Y,Charlotte,North Carolina,35.194471,-80.874864,Cidery,(980) 498-0676,http://www.redclayhardcider.com/
pd5sQn,Noble Cider,Y,Asheville,North Carolina,35.602136,-82.62465,Cidery,(828) 575-9622,http://www.noblecider.com/
pwfPCD,Big Boss Brewing Company,Y,Raleigh,North Carolina,35.810418,-78.617923,Micro Brewery,919-834-0045,http://bigbossbrewing.com
UqRU9L,Good Road Ciderworks,Y,Charlotte,North Carolina,35.184923100000006,-80.8794118,Micro Brewery,980-237-7225,
xyGdVR,Fiddlin' Fish Brewery,Y,Winston-Salem,North Carolina,36.1042576,-80.246753,Micro Brewery,,
FLYvq1,"Blackwater Cider, LLC",Y,Windsor,North Carolina,35.997993,-76.947,Micro Brewery,(252) 367-0367,
pM9Wxy,Shortway Brewing Company,Y,Newport,North Carolina,34.7911591,-76.8593178,Micro Brewery,252-777-3065,https://www.shortwaybrewing.com/
iTO5C7,Morgan Ridge Railwalk Brewery & Eatery,Y,Salisbury,North Carolina,35.66938120000001,-80.4645875,Micro Brewery,704-754-8379,
dok14D,Eluvium Brewing Company,Y,Weaverville,North Carolina,35.6975495,-82.56102,Micro Brewery,,
7x4BgP,"Makai Brewing Company, LLC",Y,OCEAN ISLE BEACH,North Carolina,33.9535051,-78.45987530000002,Micro Brewery,910-579-2739,www.makaibrewing.com
Aiq0ix,Hops Grill & Brewery,Y,Matthews,North Carolina,35.1315842,-80.7113447,Brewpub,704-844-8300,http://www.hopsrestaurants.com/
XnBFll,Bold Rock Hard Cider,Y,Mills River,North Carolina,35.377121,-82.5605054,Cidery,(828) 595-9941,http://boldrock.com/mills-river/
jsSAuY,Petty Thieves Brewing Co.,Y,Charlotte,North Carolina,35.2263714,-80.7990185,Micro Brewery,(704) 301-3209,https://squareup.com/store/petty-thieves-brewing-co?fbclid=IwAR327F2xTcaiAstPCTPJtp0kFK97v5TSW5-KTXOyCj0VrfAgKXSzIx9i5uk
ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999998,Brewpub,704-488-2797,http://ponysaurusbrewing.com
W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999998,Micro Brewery,,
VVT7Jn,Sidetracked Brewery,Y,MORGANTON,North Carolina,35.7422235,-81.6819897,Nano Brewery,8285445840,https://www.sidetrackedbrew.com/
Ibch0C,Skull Camp Brewing,Y,Elkin,North Carolina,36.2835665,-80.85254590000002,Micro Brewery,,
eTleEf,Skytown Beer Company,Y,Wilmington,North Carolina,34.2474075,-77.8820578,Brewpub,9106608721,
sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.5033316,-82.522118,Production Facility,828.505.4564,
2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,
7YjMl7,Tar Banks Brewing Co.,Y,Louisburg,North Carolina,36.0992608,-78.30053149999998,Micro Brewery,919-729-1750,https://www.tarbanksbrewing.com/
QM3KJY,Tek Mountain Brewing,Y,Wilmington,North Carolina,34.2430338,-77.8213126,Nano Brewery,(910) 470-5334,
UkUMx0,Full Moon Brewery,Y,Manteo,North Carolina,35.909283,-75.669251,Brewpub,(252) 473-6666,
3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/
6jDZlV,Trophy Brewing Company,Y,Raleigh,North Carolina,35.779672,-78.6534982,Brewpub,(919) 803-4849,http://www.trophybrewing.com/
bxzsq8,Uptown Brewing Company,Y,Greenville,North Carolina,35.6115248,-77.3733107,Micro Brewery,252) 689-6487,www.uptownbrewingcompany.com
pEl3VV,Vicious Fishes Brewery,Y,Angier,North Carolina,35.5078302,-78.7489493,Micro Brewery,(919) 639-3363,https://www.viciousfishes.com/
