Unnamed: 0,brewery_id,breweries,in_business,city,state,latitude,longitude,brewery_type,phone,website
262,0OJXEg,Valley River Brewery & Eatery,Y,Murphy,North Carolina,35.08874,-84.0352909,Micro Brewery,(828) 837-2337,http://valleyriverbreweries.com/
263,PSSzlD,Old Armor Beer Company,Y,Kannapolis,North Carolina,35.4963174,-80.6259926,Nano Brewery,(704) 933 9203,www.oldarmor.com
264,rBxNNF,The Duck-Rabbit Craft Brewery,Y,Farmville,North Carolina,35.6004215,-77.5962854,Micro Brewery,252-753-7745,http://www.duckrabbitbrewery.com/
265,d25euF,Lonerider Brewing Company,Y,Raleigh,North Carolina,35.9036809,-78.7625869,Micro Brewery,919-442-8004,http://www.loneriderbeer.com/
266,bLbQyH,Deep River Brewing Company,Y,Clayton,North Carolina,35.659335,-78.46686,Micro Brewery,919-368-3424,http://deepriverbrewing.com
267,DfKF7i,Sub Noir Brewing,Y,Raleigh,North Carolina,35.8087147,-78.6234312,Nano Brewery,919-480-2337,http://subnoir.net/
268,1BSxpy,Lynnwood Brewing Concern,Y,Raleigh,North Carolina,35.8706178,-78.7174046,Brewpub,919-785-0043,http://www.lynnwoodgrill.com/
269,7Mnqfp,Armored Cow Brewing Co,Y,Charlotte,North Carolina,35.3091515,-80.7542694,Micro Brewery,(704)-227-6741,www.armoredcowbrewing.com
270,xc5D82,Mason Jar Lager Company,Y,Fuquay Varina,North Carolina,35.595338,-78.79544709999998,Micro Brewery,(919) 557-5303,Not Available
271,ehcJKn,Gizmo Brew Works,Y,Raleigh,North Carolina,35.896538299999996,-78.7441045,Micro Brewery,(919) 782-2099,http://gizmobrewworks.com/
272,KEWA89,Thirsty Souls Community Brewing,Y,Mount Airy,North Carolina,36.5008642,-80.6088192,Micro Brewery,Not Available,http://www.facebook.com/thirstysoulsbrewing
273,RIkcvC,The Mash House Brewery & Chophouse,Y,Fayetteville,North Carolina,35.0706848,-78.954515,Brewpub,910-867-9223,http://www.themashhouse.com/
274,VnbHp5,Bright Light Brewing Company,Y,Fayetteville,North Carolina,35.0519838,-78.88330520000002,Micro Brewery,(910) 339-0464,http://facebook.com/brightlightbrewing
275,fSMoAX,Urban Orchard Cider Company,Y,Asheville,North Carolina,35.579476899999996,-82.574306,Cidery,828-774-5251,http://www.urbanorchardcider.com
277,avMkil,Coors Brewing Company,Y,Charlotte,North Carolina,35.184714899999996,-80.8125,Micro Brewery,Not Available,http://www.millercoors.com/
282,6wZAQJ,Homeplace Beer Company,Y,Burnsville,North Carolina,35.9161561,-82.29984870000001,Micro Brewery,(828) 536-5147,https://homeplacebeer.com/
284,pcrctk,NoDa Brewing Company,Y,Charlotte,North Carolina,35.25157,-80.812472,Micro Brewery,(704) 900-6851,http://www.nodabrewing.com/
286,kHGmaY,Blue Ghost Brewing Company,Y,Flecher,North Carolina,35.4373578,-82.5308257,Production Facility,(828) 376-0159,http://www.blueghostbrewing.com
288,NKnnkv,Pig Pounder Brewery,Y,Greensboro,North Carolina,36.084245,-79.80438199999998,Micro Brewery,336-574-2000,http://www.pigpounder.com/
289,zeWbuM,Wicked Weed Brewing Company,Y,Asheville,North Carolina,35.591695,-82.551084,Micro Brewery,828-575-9599,http://wickedweedbrewing.com/
291,5rX6XO,R & D Brewing,Y,Raleigh,North Carolina,35.80023470000001,-78.6358293,Micro Brewery,(919) 977-5654,https://www.1323rnd.com/
292,rOLOWd,New Village Brewery and Taproom,Y,Oriental,North Carolina,35.029295,-76.694438,Micro Brewery,(252) 249-6132,http://www.newvillagebrewery.com/
295,yWrMiq,Whistle Hop Brewing Company,Y,Fairview,North Carolina,35.523292,-82.41754499999998,Micro Brewery,(828) 338-9447,http://whistlehop.com/
296,pLDF9A,Railhouse Brewery,Y,Aberdeen,North Carolina,35.130497999999996,-79.42713,Micro Brewery,910-783-5280,http://railhousebrewery.com/
298,k5p3Fy,Wilmington Brewing Company,Y,Wilmington,North Carolina,34.221332700000005,-77.88674830000002,Micro Brewery,(910) 392-3315,Not Available
299,bKdrSr,High Branch Brewing,Y,Concord,North Carolina,35.4150032,-80.6027893,Micro Brewery,(704) 706-3807,Not Available
300,YW1tHH,Burial Beer Co.,Y,Asheville,North Carolina,35.588049,-82.55379599999998,Brewpub,828-475-2739,http://burialbeer.com/
301,jcF9Q6,Lincoln Brewing Co.,Y,Raleigh,North Carolina,35.87339620000001,-78.579782,Micro Brewery,Not Available,http://www.lincolnbrewery.com/brewery/
303,B5jTO7,Clouds Brewing,Y,Raleigh,North Carolina,35.7825984,-78.64537490000002,Restaurant/Ale House,(919) 235-7949,http://www.cloudsbrewing.com
305,Kax7jD,Granite Falls Brewing Company,Y,Granite Falls,North Carolina,35.79488920000001,-81.4299923,Brewpub,(828) 212-1222,http://www.granitefallsbrewing.com/
306,s5lxSd,Twin Leaf Brewery,Y,Asheville,North Carolina,35.5894369,-82.554528,Brewpub,Not Available,http://www.twinleafbrewery.com/
307,EHyEDE,Free Range Brewing,Y,Charlotte,North Carolina,35.240505,-80.8133063,Nano Brewery,704-898-4247,http://www.freerangebrewing.com/
308,4w2uep,Black Mountain Cider + Mead,Y,Black Mountain,North Carolina,35.6178951,-82.3212302,Cidery,828-419-0089,blackmountainciderworks.com
309,xrLwng,Red Clay Ciderworks,Y,Charlotte,North Carolina,35.194471,-80.874864,Cidery,(980) 498-0676,http://www.redclayhardcider.com/
311,pd5sQn,Noble Cider,Y,Asheville,North Carolina,35.602136,-82.62465,Cidery,(828) 575-9622,http://www.noblecider.com/
312,Cwhr9F,Archetype Brewing Company,Y,Asheville,North Carolina,35.5782143,-82.5750885,Micro Brewery,(828) 505-4177,Not Available
314,pwfPCD,Big Boss Brewing Company,Y,Raleigh,North Carolina,35.810418,-78.617923,Micro Brewery,919-834-0045,http://bigbossbrewing.com
316,UqRU9L,Good Road Ciderworks,Y,Charlotte,North Carolina,35.184923100000006,-80.8794118,Micro Brewery,980-237-7225,Not Available
317,xyGdVR,Fiddlin' Fish Brewery,Y,Winston-Salem,North Carolina,36.1042576,-80.246753,Micro Brewery,Not Available,Not Available
318,FLYvq1,"Blackwater Cider, LLC",Y,Windsor,North Carolina,35.997993,-76.947,Micro Brewery,(252) 367-0367,Not Available
320,pM9Wxy,Shortway Brewing Company,Y,Newport,North Carolina,34.7911591,-76.8593178,Micro Brewery,252-777-3065,https://www.shortwaybrewing.com/
321,iTO5C7,Morgan Ridge Railwalk Brewery & Eatery,Y,Salisbury,North Carolina,35.66938120000001,-80.4645875,Micro Brewery,704-754-8379,Not Available
322,dok14D,Eluvium Brewing Company,Y,Weaverville,North Carolina,35.6975495,-82.56102,Micro Brewery,Not Available,Not Available
323,7x4BgP,"Makai Brewing Company, LLC",Y,OCEAN ISLE BEACH,North Carolina,33.9535051,-78.45987530000002,Micro Brewery,910-579-2739,www.makaibrewing.com
324,Aiq0ix,Hops Grill & Brewery,Y,Matthews,North Carolina,35.1315842,-80.7113447,Brewpub,704-844-8300,http://www.hopsrestaurants.com/
325,XnBFll,Bold Rock Hard Cider,Y,Mills River,North Carolina,35.377121,-82.5605054,Cidery,(828) 595-9941,http://boldrock.com/mills-river/
326,5zPMkZ,Crystal Coast Brewing Company,Y,Morehead City,North Carolina,34.72143079999999,-76.7115145,Micro Brewery,​(252) 773-0974,Not Available
328,WDrFlD,Asheville Brewing Company,Y,Asheville,North Carolina,35.62210510000001,-82.5537092,Brewpub,828-254-1281,http://www.ashevillebrewing.com/
329,p2bHtA,Blowing Rock Brewing,Y,Blowing Rock,North Carolina,36.135129,-81.6776059,Office,828-963-0619,Not Available
330,ichhfQ,Olde Hickory Brewery,Y,Hickory,North Carolina,35.732019,-81.34044300000002,Restaurant/Ale House,828.322.1965,http://www.oldehickorytaproom.com/
331,jsSAuY,Petty Thieves Brewing Co.,Y,Charlotte,North Carolina,35.2263714,-80.7990185,Micro Brewery,(704) 301-3209,https://squareup.com/store/petty-thieves-brewing-co?fbclid=IwAR327F2xTcaiAstPCTPJtp0kFK97v5TSW5-KTXOyCj0VrfAgKXSzIx9i5uk
332,JKx7GQ,Carolina Brewery,Y,Pittsboro,North Carolina,35.743611,-79.164712,Brewpub,919-545-2330,http://www.carolinabrewery.com/
333,ge5JEA,Ponysaurus Brewing,Y,Durham,North Carolina,35.989615,-78.89529399999998,Brewpub,704-488-2797,http://ponysaurusbrewing.com
334,rfXHD7,Natty Greene's Brewing Co.,Y,Greensboro,North Carolina,36.061736700000004,-79.8165003,Production Facility,(336) 274-1373,Not Available
335,ichhfQ,Olde Hickory Brewery,Y,Hickory,North Carolina,35.731722,-81.341977,Production Facility,(828) 322-1422,Not Available
337,rfXHD7,Natty Greene's Brewing Co.,Y,Raleigh,North Carolina,35.7825643,-78.64644969999998,Brewpub,919-232-2477,http://nattygreenes.com/raleigh/
339,W8qQNg,Red Hare Brewing Company,Y,Shallotte,North Carolina,33.9731187,-78.38595649999998,Micro Brewery,Not Available,Not Available
342,VVT7Jn,Sidetracked Brewery,Y,MORGANTON,North Carolina,35.7422235,-81.6819897,Nano Brewery,8285445840,https://www.sidetrackedbrew.com/
344,Ibch0C,Skull Camp Brewing,Y,Elkin,North Carolina,36.2835665,-80.85254590000002,Micro Brewery,Not Available,Not Available
345,eTleEf,Skytown Beer Company,Y,Wilmington,North Carolina,34.2474075,-77.8820578,Brewpub,9106608721,Not Available
346,XRTc94,Aviator Brewing Company,Y,Fuquay-Varina,North Carolina,35.5923185,-78.7843771,Restaurant/Ale House,(919) 557-7675,http://www.aviatorbrew.com/
347,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.503331599999996,-82.522118,Production Facility,828.505.4564,Not Available
348,OCiWW5,Catawba Brewing Co.,Y,Asheville,North Carolina,35.589077,-82.5536957,Micro Brewery,(828) 552-3934,http://catawbabrewing.com/
349,XRTc94,Aviator Brewing Company,Y,Fuquay-Varina,North Carolina,35.5929549,-78.7940578,Tasting Room,919.552.8826,http://www.aviatorbrew.com/
350,2U69bM,Birdsong Brewing Co.,Y,Charlotte,North Carolina,35.230652,-80.826536,Micro Brewery,704-332-1810,Not Available
351,Pf7pos,Boondocks Brewing,Y,West Jefferson,North Carolina,36.400784,-81.492077,Brewpub,336-246-5222,http://www.boondocks-brewing.com/
352,1BSxpy,Lynnwood Brewing Concern,Y,Raleigh,North Carolina,35.8087141,-78.6211297,Micro Brewery,(919) 424-7533,http://www.lynnwoodbrewing.beer
353,7YjMl7,Tar Banks Brewing Co.,Y,Louisburg,North Carolina,36.099260799999996,-78.30053149999998,Micro Brewery,919-729-1750,https://www.tarbanksbrewing.com/
355,QM3KJY,Tek Mountain Brewing,Y,Wilmington,North Carolina,34.2430338,-77.8213126,Nano Brewery,(910) 470-5334,Not Available
357,UkUMx0,Full Moon Brewery,Y,Manteo,North Carolina,35.909283,-75.669251,Brewpub,(252) 473-6666,Not Available
358,3yerS2,The Olde Mecklenburg Brewery,Y,Charlotte,North Carolina,35.187442,-80.881973,Micro Brewery,704-525-5644,http://oldemeckbrew.com/
359,sQlYnZ,Thirsty Monk Brewery,Y,Asheville,North Carolina,35.4863396,-82.5552093,Micro Brewery,(828) 687-3873,https://monkpub.com/biltmore-park/
361,6jDZlV,Trophy Brewing Company,Y,Raleigh,North Carolina,35.779672,-78.6534982,Brewpub,(919) 803-4849,http://www.trophybrewing.com/
362,6jDZlV,Trophy Brewing Company,Y,Raleigh,North Carolina,35.76164,-78.657101,Micro Brewery,Not Available,Not Available
363,EeNu7g,UpCountry Brewing Co.,Y,Asheville,North Carolina,35.581537299999994,-82.60432390000003,Micro Brewery,(828) 575-2400,https://upcountrybrewing.com/
364,bxzsq8,Uptown Brewing Company,Y,Greenville,North Carolina,35.6115248,-77.3733107,Micro Brewery,252) 689-6487,www.uptownbrewingcompany.com
365,pEl3VV,Vicious Fishes Brewery,Y,Angier,North Carolina,35.5078302,-78.7489493,Micro Brewery,(919) 639-3363,https://www.viciousfishes.com/
366,yO2ogr,Wedge Brewing Company,Y,Asheville,North Carolina,35.5775205,-82.56605079999999,Micro Brewery,(828) 253-7152,https://www.wedgebrewing.com/location-wedge-foundation
367,zeWbuM,Wicked Weed Brewing Company,Y,Candler,North Carolina,35.545438,-82.6401209,Micro Brewery,(828)365-7166,https://www.wickedweedbrewing.com/locations/brewery/
